WA002,,,Order,101,120,310726,232663-1-1-101,330690,120,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-102,55115,20,5/2/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-103,55115,20,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-104,55115,20,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232663-1-1-105,55115,20,4/25/2025,WA007,3035A
WA002,,,Order,101,120,310726,232664-1-1-101,440920,160,6/2/2025,WA007,3035A
WA002,,,Order,101,120,310726,232664-1-1-102,110230,40,6/2/2025,WA007,3035A
WA002,,,Order,101,120,310726,233064-1-1-101,165345,60,4/11/2025,WA007,9999E
WA002,,,Order,101,120,310726,233064-1-1-102,165345,60,4/11/2025,WA007,9999E
WA002,,,Order,101,120,310726,233064-1-1-103,220460,80,4/11/2025,WA007,9999E
WA002,,,Order,101,120,310726,233183-1-1-101,110230,40,5/3/2025,WA007,9999E
WA002,,,Order,101,120,310726,233183-1-1-102,110230,40,5/6/2025,WA007,9999E
WA002,,,Order,101,120,310726,233183-1-1-103,55115,20,5/6/2025,WA007,9999E
WA002,,,Order,102,120,310726,232634-1-1-103,55,0.019958269,4/11/2025,WA007,9999E
WA002,,,Order,102,120,310726,232800-1-1-106,330,0.119749614,4/4/2025,WA007,9999E
WA002,,,Order,102,120,310726,232800-1-2-108,110,0.039916538,4/14/2025,WA007,9999E
WA002,,,Order,102,120,310726,232800-1-3-109,275575,100,5/6/2025,WA007,9999E
WA002,,,Order,102,120,310726,232922-1-2-103,55115,20,4/24/2025,WA007,9999E
WA002,,,Order,102,120,310726,232937-1-2-102,55115,20,4/17/2025,WA007,9999E
WA002,,,Order,102,120,310726,232961-1-1-101,56493,20.50004536,4/15/2025,WA007,9999E
WA002,WA003,,Order,102,120,310726,232089-1-3-1182066,55115,20,4/14/2025,WA007,9999A
WA002,WA003,,Order,102,120,310726,232784-1-1-102,551,0.199945568,4/1/2025,WA007,9999E
WA002,WA003,,Order,102,120,310726,232925-1-2-102,55115,20,4/18/2025,WA007,9999A
WA002,WA003,,Order,102,120,310726,232970-1-1-101,55,0.019958269,4/14/2025,WA007,9999A
WA002,WA003,,Order,102,120,310726,232970-1-3-103,55115,20,5/3/2025,WA007,9999A
WA003,,,Order,101,120,310726,231710-1-3-1175123,441,0.16002903,2/11/2025,WA007,3025S
WA003,,,Order,101,120,310726,232128-1-5-119,220460,80,4/14/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-5-120,220460,80,4/14/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-5-121,275575,100,4/16/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-6-122,220460,80,4/25/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-6-123,220460,80,4/25/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-6-124,330690,120,4/25/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232128-1-6-125,330690,120,4/25/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232130-1-6-113,55115,20,4/14/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232130-1-6-115,55115,20,4/14/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232130-1-6-116,55115,20,4/21/2025,WA010,3007DRYGUM
WA003,,,Order,101,120,310726,232130-1-7-117,55115,20,4/28/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232130-1-7-118,110230,40,4/28/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232130-1-7-119,110230,40,4/28/2025,WA007,3007DRYGUM
WA003,,,Order,101,120,310726,232163-1-10-1181661,275575,100,10/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-11-1181647,275575,100,11/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-12-1181648,275575,100,12/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-2-1181649,1378,0.50004536,2/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-5-1181651,275575,100,4/30/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-6-1181664,275575,100,6/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-7-1181652,275575,100,7/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-8-1181665,275575,100,8/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232163-1-9-1181666,275575,100,9/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232754-1-1-101,992,0.359974599,3/21/2025,WA007,3025S
WA003,,,Order,101,120,310726,232754-1-1-104,330690,120,5/2/2025,WA007,3025S
WA003,,,Order,101,120,310726,232983-1-1-101,385805,140,4/13/2025,WA010,3007FO
WA003,,,Order,101,120,310726,233032-1-1-101,330690,120,5/16/2025,WA007,3025S
WA003,,,Order,101,120,310726,233169-1-1-101,1102300,400,5/2/2025,WA007,3002A
WA003,,,Order,101,120,310726,233183-1-1-104,110230,40,5/3/2025,WA007,9999E
WA003,,,Order,101,120,310726,233183-1-1-105,55115,20,5/3/2025,WA007,9999E
WA003,,,Order,101,120,310726,233183-1-1-106,110230,40,5/3/2025,WA007,9999E
WA003,,,Order,101,120,310726,233198-1-1-103,110230,40,4/14/2025,WA007,9999E
WA003,,,Order,101,120,310726,233215-1-1-101,55115,20,5/6/2025,WA007,9999E
WA003,,,Order,102,120,310726,232457-1-1-102,55,0.019958269,3/24/2025,WA007,9999A
WA003,,,Order,102,120,310726,233077-1-1-101,441140,160.0798331,4/24/2025,WA007,9999E
WA003,,,Order,102,120,310726,233077-1-1-102,661380,240,4/23/2025,WA007,9999E
WA003,,,Order,102,120,310726,233115-1-1-101,550,0.199582691,4/16/2025,WA007,9999E
WA003,,,Order,102,120,310726,233115-1-1-102,551150,200,4/23/2025,WA007,9999E
WA003,,,Order,102,120,310726,233115-1-1-103,55,0.019958269,4/8/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,231503-1-1-942203,2369,0.859657081,8/2/2024,WA007,3013A
WA003,WA002,,Order,101,120,310726,232858-1-1-101,1652,0.599473827,4/3/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,232948-1-1-101,55115,20,5/5/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,232948-1-1-102,55115,20,5/5/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,232948-1-2-103,55115,20,6/2/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,232948-1-2-104,55115,20,6/16/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,233064-1-2-104,110230,40,5/3/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,233064-1-2-105,110230,40,5/6/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,233170-1-1-101,1102300,400,5/2/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,233186-1-1-101,55115,20,4/13/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,233186-1-1-102,110230,40,4/28/2025,WA007,9999E
WA003,WA002,,Order,101,120,310726,233226-1-1-101,440920,160,5/2/2025,WA007,9999E
WA003,WA002,,Order,102,120,310726,232381-1-1-101,55115,20,4/19/2025,WA007,9999A
WA003,WA002,,Order,102,120,310726,232381-1-2-102,110230,40,4/26/2025,WA007,9999A
WA003,WA002,,Order,102,120,310726,232381-1-3-103,110230,40,6/2/2025,WA007,9999A
WA003,WA002,,Order,102,120,310726,232947-1-1-101,110230,40,4/10/2025,WA007,9999A
WA003,WA002,,Order,102,120,310726,232951-1-1-102,165,0.059874807,4/1/2025,WA007,9999E
WA003,WA002,,Order,102,120,310726,232951-1-1-103,165,0.059874807,3/24/2025,WA007,9999E
WA003,WA002,,Order,102,120,310726,232951-1-1-104,110,0.039916538,4/16/2025,WA007,9999E
WA003,WA002,,Order,102,120,310726,232951-1-1-105,1047,0.379932868,3/31/2025,WA007,9999E
WA003,WA002,,Order,102,120,310726,233118-1-1-101,165345,60,5/5/2025,WA007,9999A
WA003,WA002,,Order,102,120,310726,233118-1-2-102,165345,60,6/16/2025,WA007,9999A
